PassengerId,Survived,Probability
892,0,0.0522491666268624
893,1,0.8366785040606034
894,0,0.11655439637077508
895,0,0.07956119008310483
896,1,0.9264350925362712
897,0,0.06406907464851955
898,0,0.08021968939238108
899,0,0.042984399890473104
900,1,0.9837989157233057
901,0,0.05216728221614193
902,0,0.018042094556369417
903,0,0.04859506416144067
904,1,0.9966768448416629
905,0,0.13450245350082912
906,1,0.9942925991063565
907,1,0.9972762913888802
908,0,0.038087092504031826
909,0,0.13282494704177286
910,0,0.13277003198165088
911,1,0.9849527352671585
912,0,0.035166575784316416
913,0,0.01720171238981165
914,1,0.9932707486383975
915,0,0.024349146562490535
916,1,0.9968465892610145
917,0,0.06856720465167622
918,1,0.9972070007621069
919,0,0.13282494704177286
920,0,0.49789927542062656
921,0,0.04023101674987608
922,0,0.13450245350082912
923,0,0.328228477674735
924,1,0.9809381169034765
925,0,0.01595444858204964
926,1,0.6619334413880273
927,0,0.19244815860526954
928,0,0.026676123702999873
929,0,0.04270256650402156
930,0,0.11110724933434293
931,1,0.6376628903439212
932,1,0.7223070724097425
933,0,0.24044864608517666
934,0,0.17013602103063855
935,1,0.9193704292835462
936,1,0.9912961072124957
937,0,0.4017026245908094
938,0,0.06366200536432515
939,0,0.13262881700417894
940,1,0.9972070007621069
941,1,0.9763168311168754
942,0,0.05731254014382675
943,0,0.03869042485637456
944,1,0.9970081793175377
945,1,0.9948593838300291
946,0,0.39720337469094424
947,0,0.014333616793720423
948,0,0.018042094556369417
949,0,0.019415236815620886
950,0,0.07252550711767854
951,1,0.9970739780382529
952,0,0.018042094556369417
953,0,0.061530883926579814
954,0,0.06073303521450729
955,1,0.9217634607365479
956,0,0.054667423755008146
957,0,0.2256036874689618
958,1,0.9626111015550696
959,0,0.015745334340963965
960,0,0.06372652929327853
961,1,0.9957051703979255
962,1,0.6757388767506726
963,0,0.018042094556369417
964,1,0.6250131633923927
965,0,0.06233031047439773
966,1,0.9970739780382529
967,0,0.06483002240106218
968,0,0.0722878587530078
969,1,0.9871758381614647
970,0,0.08689322535395673
971,1,0.6757388767506726
972,0,0.06392194002254127
973,0,0.05365242993377564
974,0,0.04859506416144067
975,0,0.018042094556369417
976,0,0.08906315499671145
977,0,0.02545217021915205
978,1,0.9626111015550696
979,0,0.026676123702999873
980,1,0.6757388767506726
981,0,0.3568188579720459
982,1,0.5511730631322245
983,0,0.11996834699147257
984,1,0.9698319341988355
985,0,0.0722878587530078
986,0,0.03589324359095994
987,0,0.3378201198084966
988,1,0.9945799199329076
989,0,0.4017026245908094
990,0,0.4828235132059397
991,0,0.0722878587530078
992,1,0.9967125274672792
993,0,0.13450245350082912
994,0,0.13262881700417894
995,0,0.11996834699147257
996,0,0.46761568682455096
997,0,0.052934714898834945
998,0,0.0522491666268624
999,0,0.13262881700417894
1000,0,0.07956119008310483
1001,1,0.5123680589931887
1002,0,0.03869042485637456
1003,1,0.6350837605038218
1004,1,0.9971940253905371
1005,0,0.08021968939238108
1006,1,0.9974140285368476
1007,0,0.02545217021915205
1008,0,0.019950153102251664
1009,1,0.9252183371282454
1010,0,0.40246537053385684
1011,1,0.989757714033558
1012,1,0.9898291265205962
1013,0,0.10775007673385838
1014,1,0.9971024279220108
1015,0,0.019381560282615163
1016,0,0.13262881700417894
1017,1,0.7558823751811505
1018,0,0.3378201198084966
1019,1,0.9970474594305649
1020,0,0.08689322535395673
1021,0,0.0722878587530078
1022,0,0.0722878587530078
1023,0,0.06372652929327853
1024,0,0.019769478524570797
1025,0,0.01466662185833353
1026,0,0.018042094556369417
1027,0,0.17013602103063855
1028,0,0.13282494704177286
1029,0,0.08689322535395673
1030,0,0.026676123702999873
1031,0,0.02075995732603119
1032,0,0.007741455932659562
1033,1,0.9974835128554147
1034,0,0.054667423755008146
1035,0,0.04081048386394564
1036,0,0.2061935083256935
1037,0,0.04068399866579428
1038,0,0.0227581256494535
1039,0,0.0722878587530078
1040,0,0.2061935083256935
1041,0,0.13450245350082912
1042,1,0.9972070007621069
1043,0,0.17620406832404228
1044,0,0.023680781863718532
1045,1,0.9583112559811332
1046,0,0.4204715922663223
1047,0,0.019381560282615163
1048,1,0.9976687947343554
1049,0,0.4828235132059397
1050,0,0.24044864608517666
1051,1,0.7269413027345889
1052,1,0.9669173528864342
1053,0,0.06392194002254127
1054,1,0.9838861883113318
1055,0,0.42389425443157774
1056,0,0.08689322535395673
1057,1,0.9670124158634428
1058,0,0.31975166635848395
1059,0,0.0809792545587144
1060,1,0.9972917056222916
1061,0,0.18781681856663324
1062,0,0.019381560282615163
1063,0,0.13282494704177286
1064,0,0.17190914212005215
1065,0,0.19244815860526954
1066,0,0.2921348875540694
1067,1,0.9931285301462076
1068,1,0.9953240587925899
1069,1,0.7046012766705111
1070,1,0.9990938617661712
1071,1,0.9972070007621069
1072,0,0.08689322535395673
1073,0,0.4946227669288012
1074,1,0.9220233015381445
1075,0,0.13262881700417894
1076,1,0.992008767580857
1077,0,0.05699525577052608
1078,0,0.2256036874689618
1079,0,0.04712590497034438
1080,0,0.008376781081454851
1081,0,0.08689322535395673
1082,0,0.13450245350082912
1083,0,0.04859506416144067
1084,0,0.06856720465167622
1085,0,0.038087092504031826
1086,0,0.06556041790985916
1087,0,0.17013602103063855
1088,1,0.542620609054896
1089,0,0.3504724005613615
1090,0,0.15553710258460998
1091,0,0.27542810497718095
1092,1,0.970057817097654
1093,0,0.023680781863718532
1094,0,0.054667423755008146
1095,1,0.989757714033558
1096,0,0.15553710258460998
1097,0,0.02839330268560481
1098,1,0.6757388767506726
1099,0,0.15553710258460998
1100,1,0.9971916922998015
1101,0,0.018042094556369417
1102,0,0.052934714898834945
1103,0,0.02050684478975503
1104,0,0.02189424027078593
1105,1,0.989757714033558
1106,1,0.9848434888957207
1107,0,0.044905135091857805
1108,1,0.9626111015550696
1109,0,0.115305606213427
1110,1,0.9968465892610145
1111,0,0.0722878587530078
1112,1,0.997715455147911
1113,0,0.0722878587530078
1114,1,0.9883472123808245
1115,0,0.3378201198084966
1116,1,0.9972917056222916
1117,0,0.4989384283111125
1118,0,0.3378201198084966
1119,1,0.6757388767506726
1120,0,0.023680781863718532
1121,0,0.08689322535395673
1122,0,0.02205054765770296
1123,1,0.992586322261689
1124,0,0.01813408845079506
1125,0,0.21511459962416535
1126,0,0.4946227669288012
1127,0,0.17013602103063855
1128,0,0.4946227669288012
1129,0,0.13282494704177286
1130,1,0.9712289255164813
1131,1,0.9802886610817277
1132,1,0.9972917056222916
1133,1,0.9928830173006326
1134,1,0.5622725247557743
1135,0,0.018042094556369417
1136,0,0.05216728221614193
1137,0,0.05382677411830631
1138,0,0.2256036874689618
1139,0,0.09446589118353048
1140,1,0.989757714033558
1141,0,0.015279790494318839
1142,1,0.9956425857796097
1143,0,0.4017026245908094
1144,0,0.29151189801777455
1145,0,0.08871858529375497
1146,0,0.11110724933434293
1147,0,0.019381560282615163
1148,0,0.13262881700417894
1149,0,0.0722878587530078
1150,1,0.9193704292835462
1151,0,0.11996834699147257
1152,0,0.10800654828926938
1153,0,0.17013602103063855
1154,1,0.9918569523476164
1155,1,0.9264350925362712
1156,1,0.5530985209502729
1157,0,0.018042094556369417
1158,0,0.012513217736666893
1159,0,0.019381560282615163
1160,0,0.026676123702999873
1161,0,0.07956119008310483
1162,0,0.40246537053385684
1163,0,0.13262881700417894
1164,1,0.9960930825224633
1165,1,0.96913340655522
1166,0,0.13282494704177286
1167,1,0.989757714033558
1168,0,0.15553710258460998
1169,0,0.13450245350082912
1170,0,0.04728548349871482
1171,0,0.15553710258460998
1172,0,0.04270256650402156
1173,0,0.10002002719434742
1174,1,0.6757388767506726
1175,0,0.2966034270614193
1176,1,0.9236918362126038
1177,0,0.019381560282615163
1178,0,0.019381560282615163
1179,0,0.046698955044464495
1180,0,0.19160261349389973
1181,0,0.0722878587530078
1182,0,0.015745334340963965
1183,0,0.007798415846245873
1184,0,0.19244815860526954
1185,1,0.9702916771931145
1186,0,0.11110724933434293
1187,0,0.018042094556369417
1188,1,0.9939430013283184
1189,0,0.04023101674987608
1190,0,0.015745334340963965
1191,0,0.17013602103063855
1192,0,0.11996834699147257
1193,0,0.3710226125694603
1194,0,0.026964455165960605
1195,0,0.07956119008310483
1196,1,0.6757388767506726
1197,1,0.989461966415659
1198,1,0.9599954788562212
1199,0,0.08871858529375497
1200,0,0.156788457451323
1201,0,0.08556898408725543
1202,0,0.07956119008310483
1203,0,0.13282494704177286
1204,0,0.019381560282615163
1205,1,0.6757388767506726
1206,1,0.9952994243600961
1207,1,0.9669173528864342
1208,0,0.29355975093346054
1209,0,0.15553710258460998
1210,0,0.17013602103063855
1211,0,0.328228477674735
1212,0,0.11996834699147257
1213,0,0.19160261349389973
1214,0,0.22267043869479725
1215,0,0.2061935083256935
1216,1,0.9964614384492495
1217,0,0.02050684478975503
1218,1,0.9988637559091805
1219,0,0.024349146562490535
1220,0,0.13450245350082912
1221,0,0.08689322535395673
1222,1,0.9953240587925899
1223,0,0.06366200536432515
1224,0,0.13282494704177286
1225,1,0.9956061180717988
1226,0,0.018042094556369417
1227,1,0.866770212100333
1228,0,0.08689322535395673
1229,0,0.19244815860526954
1230,0,0.24733117971940766
1231,0,0.19244815860526954
1232,0,0.15553710258460998
1233,0,0.019381560282615163
1234,0,0.019180502294118565
1235,1,0.9996108701255172
1236,0,0.06856720465167622
1237,1,0.9847513016681302
1238,0,0.08689322535395673
1239,1,0.9837989157233057
1240,0,0.061530883926579814
